,日期,股票代號,股票名稱,開盤價,最高價,最低價,Close,漲跌,漲幅...,振幅...,成交量,成交筆數,成交金額.千.,均張,成交量變動...,均張變動...,股本.百萬.,總市值.億.,市值比重...,本益比,股價淨值比,本益比.近四季.,週轉率...,成交值比重...,漲跌停,均價,成交量.股.,RTIME
50381,20140212,TWA00,加權指數,8471.51,8510.87,8471.51,8510.87,80.31,0.95,0.47,4674053.0,916499.0,97458754.0,5.1,19.41,2.0,6536175.0,242544.0,100.0,14.8,1.75,18.6,0.4,,,20.85,4674053480.0,123459.0
52066,20140211,TWA00,加權指數,8413.86,8439.33,8401.54,8430.56,38.61,0.46,0.45,3914312.0,782841.0,80594554.0,5.0,-1.42,4.17,6536010.0,240251.0,100.0,14.7,1.74,18.4,0.34,,,20.59,3914312163.0,123459.0
53753,20140210,TWA00,加權指數,8416.42,8447.02,8391.95,8391.95,4.6,0.05,0.66,3970823.0,826541.0,79905996.0,4.8,-8.68,6.67,6536030.0,239159.0,100.0,14.6,1.73,18.3,0.33,,,20.12,3970822789.0,123459.0
55440,20140207,TWA00,加權指數,8383.99,8409.03,8356.93,8387.35,76.34,0.92,0.63,4348438.0,970808.0,97634193.0,4.5,-0.89,2.27,6534550.0,238985.0,100.0,14.6,1.73,18.3,0.41,,,22.45,4348437885.0,123459.0
57127,20140206,TWA00,加權指數,8286.16,8333.56,8284.77,8311.01,46.53,0.56,0.59,4387576.0,998868.0,104384469.0,4.4,-9.38,7.32,6534550.0,236797.0,100.0,14.5,1.71,18.1,0.44,,,23.79,4387575958.0,123459.0
58814,20140205,TWA00,加權指數,8290.17,8313.83,8230.46,8264.48,-198.09,-2.34,0.99,4841976.0,1190962.0,135802903.0,4.1,20.94,-4.65,6531550.0,235406.0,100.0,14.4,1.7,18.0,0.58,,,28.05,4841976045.0,123459.0
60504,20140331,TWA00,加權指數,8802.93,8849.28,8769.97,8849.28,74.64,0.85,0.9,4079090.0,783043.0,87954816.0,5.2,-10.99,4.0,6550548.0,252459.0,100.0,15.4,1.67,17.2,0.35,,,21.56,4079089584.0,123459.0
62195,20140328,TWA00,加權指數,8779.91,8812.41,8751.07,8774.64,-4.93,-0.06,0.7,4582915.0,915068.0,100607158.0,5.0,-3.45,-3.85,6547832.0,250142.0,100.0,15.2,1.81,19.1,0.4,,,21.95,4582915112.0,123459.0
63885,20140327,TWA00,加權指數,8737.56,8780.42,8723.82,8779.57,42.3,0.48,0.65,4746817.0,911289.0,99920732.0,5.2,2.01,0.0,6547147.0,250164.0,100.0,15.2,1.81,19.1,0.4,,,21.05,4746817429.0,123459.0
65575,20140326,TWA00,加權指數,8741.03,8746.71,8717.79,8737.27,47.97,0.55,0.33,4653433.0,889489.0,93659737.0,5.2,13.39,0.0,6547147.0,248956.0,100.0,15.2,1.8,19.0,0.38,,,20.13,4653433331.0,123459.0
67265,20140325,TWA00,加權指數,8589.19,8689.3,8589.19,8689.3,83.92,0.98,1.16,4103751.0,796095.0,83783595.0,5.2,4.83,4.0,6547147.0,247598.0,100.0,15.1,1.79,18.9,0.34,,,20.42,4103750597.0,123459.0
68955,20140324,TWA00,加權指數,8540.27,8605.38,8508.01,8605.38,28.21,0.33,1.14,3914767.0,776062.0,79833701.0,5.0,-11.27,-7.41,6540196.0,245113.0,100.0,14.9,1.77,18.8,0.33,,,20.39,3914766709.0,123459.0
70645,20140321,TWA00,加權指數,8642.82,8642.82,8562.57,8577.17,-20.16,-0.23,0.93,4411770.0,819136.0,95595391.0,5.4,-1.49,10.2,6540196.0,244322.0,100.0,14.9,1.76,18.7,0.39,,,21.67,4411770194.0,123459.0
72335,20140320,TWA00,加權指數,8638.59,8638.59,8580.4,8597.33,-92.13,-1.06,0.67,4478618.0,907336.0,94359399.0,4.9,-5.27,-3.92,6540196.0,244910.0,100.0,14.9,1.77,18.7,0.39,,,21.07,4478617817.0,123459.0
74025,20140319,TWA00,加權指數,8745.02,8749.8,8682.75,8689.46,-42.48,-0.49,0.77,4727772.0,923395.0,101056519.0,5.1,1.96,2.0,6540196.0,247535.0,100.0,15.1,1.79,18.9,0.41,,,21.38,4727772482.0,123459.0
75715,20140318,TWA00,加權指數,8747.38,8759.55,8713.51,8731.94,31.84,0.37,0.53,4636803.0,927074.0,99658154.0,5.0,12.18,2.04,6540196.0,248745.0,100.0,15.1,1.8,19.0,0.4,,,21.49,4636802848.0,123459.0
77405,20140317,TWA00,加權指數,8697.26,8708.4,8662.49,8700.1,12.47,0.14,0.53,4133191.0,837318.0,86311555.0,4.9,-0.82,2.08,6540191.0,247834.0,100.0,15.1,1.79,19.0,0.35,,,20.88,4133190944.0,123459.0
79095,20140314,TWA00,加權指數,8697.73,8709.56,8677.81,8687.63,-60.16,-0.69,0.36,4167290.0,869857.0,91959512.0,4.8,-16.35,-4.0,6540191.0,247478.0,100.0,15.1,1.79,18.9,0.37,,,22.07,4167290223.0,123459.0
80784,20140313,TWA00,加權指數,8737.81,8768.66,8732.15,8747.79,63.06,0.73,0.42,4981956.0,1000024.0,114111360.0,5.0,16.13,-1.96,6540191.0,249193.0,100.0,15.2,1.8,19.1,0.46,,,22.9,4981956101.0,123459.0
82473,20140312,TWA00,加權指數,8671.4,8684.73,8651.99,8684.73,-17.6,-0.2,0.38,4289833.0,849293.0,84701103.0,5.1,2.3,4.08,6540191.0,247400.0,100.0,15.1,1.79,18.9,0.34,,,19.74,4289833498.0,123459.0
84162,20140311,TWA00,加權指數,8694.96,8716.31,8684.63,8702.33,37.09,0.43,0.37,4193336.0,860336.0,88207898.0,4.9,4.93,0.0,6540130.0,247901.0,100.0,15.1,1.79,19.0,0.36,,,21.04,4193335663.0,123459.0
85850,20140310,TWA00,加權指數,8706.43,8712.88,8651.54,8665.24,-48.72,-0.56,0.7,3996417.0,819842.0,87395085.0,4.9,-28.99,0.0,6540126.0,246841.0,100.0,15.0,1.78,18.9,0.35,,,21.87,3996416805.0,123459.0
87538,20140307,TWA00,加權指數,8754.74,8787.62,8698.6,8713.96,0.17,0.0,1.02,5627631.0,1157993.0,131025385.0,4.9,9.01,0.0,6540256.0,248236.0,100.0,15.1,1.79,19.0,0.53,,,23.28,5627630997.0,123459.0
89226,20140306,TWA00,加權指數,8660.29,8719.17,8660.29,8713.79,80.86,0.94,0.68,5162262.0,1056581.0,119654202.0,4.9,15.03,4.26,6540254.0,248242.0,100.0,15.1,1.79,19.0,0.48,,,23.18,5162262113.0,123459.0
90914,20140305,TWA00,加權指數,8622.19,8652.22,8622.19,8632.93,78.39,0.92,0.35,4487916.0,948230.0,104272510.0,4.7,6.64,2.17,6540260.0,245942.0,100.0,15.0,1.78,18.8,0.42,,,23.23,4487916315.0,123459.0
92602,20140304,TWA00,加權指數,8583.58,8595.59,8554.54,8554.54,-47.44,-0.55,0.48,4208365.0,905315.0,92214780.0,4.6,-3.93,-2.13,6540010.0,243719.0,100.0,14.8,1.76,18.6,0.38,,,21.91,4208364875.0,123459.0
94290,20140303,TWA00,加權指數,8627.15,8628.05,8545.24,8601.98,-37.6,-0.44,0.96,4380580.0,939333.0,101581908.0,4.7,-3.61,-6.0,6540006.0,245061.0,100.0,14.9,1.77,18.8,0.41,,,23.19,4380579514.0,123459.0
95983,20140430,TWA00,加權指數,8885.7,8890.09,8791.44,8791.44,-80.67,-0.91,1.11,4980418.0,880114.0,110640382.0,5.7,5.53,-1.72,6570113.0,251421.0,100.0,15.2,1.66,17.1,0.44,,,22.22,4980417785.0,123459.0
97675,20140429,TWA00,加權指數,8845.6,8884.48,8833.37,8872.11,62.4,0.71,0.58,4719246.0,807332.0,93090656.0,5.8,-3.9,5.45,6568542.0,253697.0,100.0,15.3,1.68,17.2,0.37,,,19.73,4719245735.0,123459.0
99368,20140428,TWA00,加權指數,8680.14,8825.93,8671.65,8809.71,35.59,0.41,1.76,4910988.0,886946.0,98430516.0,5.5,-22.75,3.77,6568372.0,251924.0,100.0,15.2,1.67,17.1,0.39,,,20.04,4910988041.0,123459.0
101061,20140425,TWA00,加權指數,8945.81,8951.06,8749.51,8774.12,-171.33,-1.92,2.25,6357271.0,1197642.0,134880900.0,5.3,28.38,-3.64,6568374.0,250862.0,100.0,15.1,1.66,17.0,0.54,,,21.22,6357271423.0,123459.0
102754,20140424,TWA00,加權指數,8968.82,8971.94,8926.55,8945.45,-11.47,-0.13,0.51,4951922.0,906677.0,96147310.0,5.5,-8.38,0.0,6567353.0,255747.0,100.0,15.4,1.69,17.4,0.38,,,19.42,4951922338.0,123459.0
104447,20140423,TWA00,加權指數,9009.59,9022.28,8947.86,8956.92,-17.79,-0.2,0.83,5405090.0,976908.0,105718330.0,5.5,13.39,-5.17,6566981.0,256082.0,100.0,15.4,1.7,17.4,0.41,,,19.56,5405089540.0,123459.0
106139,20140422,TWA00,加權指數,8956.22,8989.06,8955.19,8974.71,23.52,0.26,0.38,4766760.0,822023.0,88192880.0,5.8,23.08,1.75,6566630.0,256550.0,100.0,15.5,1.7,17.4,0.34,,,18.5,4766759708.0,123459.0
107831,20140421,TWA00,加權指數,8961.52,8965.58,8938.47,8951.19,-15.47,-0.17,0.3,3872743.0,679797.0,67124930.0,5.7,-3.93,0.0,6566630.0,255869.0,100.0,15.4,1.69,17.4,0.26,,,17.33,3872742985.0,123459.0
109523,20140418,TWA00,加權指數,8994.77,9002.7,8945.56,8966.66,22.5,0.25,0.64,4031284.0,707969.0,71049576.0,5.7,-18.0,3.64,6566000.0,256277.0,100.0,15.5,1.7,17.4,0.28,,,17.62,4031283534.0,123459.0
111215,20140417,TWA00,加權指數,8942.23,8962.66,8921.56,8944.16,20.34,0.23,0.46,4916168.0,889410.0,95942781.0,5.5,6.0,5.77,6559000.0,255534.0,100.0,15.4,1.69,17.4,0.38,,,19.52,4916167851.0,123459.0
112908,20140416,TWA00,加權指數,8921.07,8968.56,8894.29,8923.82,7.11,0.08,0.83,4638033.0,896077.0,94898347.0,5.2,4.65,-5.45,6559001.0,254934.0,100.0,15.4,1.69,17.3,0.37,,,20.46,4638032795.0,123459.0
114601,20140415,TWA00,加權指數,8898.65,8918.94,8889.44,8916.71,59.29,0.67,0.33,4431826.0,806348.0,90435231.0,5.5,15.68,7.84,6559001.0,254718.0,100.0,15.4,1.69,17.3,0.36,,,20.41,4431826264.0,123459.0
116294,20140414,TWA00,加權指數,8897.23,8899.51,8852.66,8857.42,-50.63,-0.57,0.53,3831080.0,757411.0,78707819.0,5.1,-17.04,2.0,6559001.0,253042.0,100.0,15.3,1.68,17.2,0.31,,,20.54,3831079928.0,123459.0
117987,20140411,TWA00,加權指數,8900.13,8909.97,8848.24,8908.05,-40.05,-0.45,0.69,4617852.0,920681.0,97132645.0,5.0,-13.8,-5.66,6559078.0,254522.0,100.0,15.3,1.69,17.3,0.38,,,21.03,4617852385.0,123459.0
119678,20140410,TWA00,加權指數,8964.34,8978.52,8898.3,8948.1,17.53,0.2,0.9,5357313.0,1009687.0,108677745.0,5.3,14.94,1.92,6550432.0,255329.0,100.0,15.4,1.69,17.4,0.43,,,20.29,5357312931.0,123459.0
121369,20140409,TWA00,加權指數,8912.39,8936.57,8912.39,8930.57,42.32,0.48,0.27,4660927.0,888681.0,92807229.0,5.2,3.52,-5.45,6550232.0,254816.0,100.0,15.4,1.69,17.3,0.36,,,19.91,4660927421.0,123459.0
123060,20140408,TWA00,加權指數,8878.88,8899.12,8860.7,8888.25,11.81,0.13,0.43,4502407.0,825246.0,95275152.0,5.5,-0.27,5.77,6550232.0,253603.0,100.0,15.3,1.68,17.3,0.38,,,21.16,4502406930.0,123459.0
124752,20140407,TWA00,加權指數,8844.91,8876.44,8828.59,8876.44,-12.1,-0.14,0.54,4514515.0,870392.0,95413006.0,5.2,-6.29,0.0,6549777.0,253264.0,100.0,15.3,1.68,17.2,0.38,,,21.13,4514514537.0,123459.0
126444,20140403,TWA00,加權指數,8902.94,8913.74,8871.16,8888.54,-16.91,-0.19,0.48,4817593.0,932825.0,98852884.0,5.2,-6.12,-3.7,6549777.0,253616.0,100.0,15.3,1.68,17.3,0.39,,,20.52,4817592891.0,123459.0
128136,20140402,TWA00,加權指數,8906.52,8922.79,8883.14,8905.45,32.3,0.36,0.45,5131399.0,949076.0,106911147.0,5.4,11.38,0.0,6551013.0,254079.0,100.0,15.3,1.68,17.3,0.42,,,20.83,5131398638.0,123459.0
129828,20140401,TWA00,加權指數,8847.34,8873.15,8826.16,8873.15,23.87,0.27,0.53,4607053.0,848323.0,91279429.0,5.4,12.94,3.85,6551013.0,253161.0,100.0,15.3,1.68,17.2,0.36,,,19.81,4607052896.0,123459.0
131523,20140530,TWA00,加權指數,9130.66,9139.57,9075.91,9075.91,-33.09,-0.36,0.7,5857534.0,949139.0,136800477.0,6.2,14.73,6.9,6573166.0,259954.0,100.0,15.4,1.72,17.5,0.53,,,23.35,5857533783.0,123459.0
133222,20140529,TWA00,加權指數,9123.46,9131.66,9093.57,9109.0,-12.71,-0.14,0.42,5105448.0,879995.0,103715112.0,5.8,-1.72,1.75,6572985.0,260843.0,100.0,15.5,1.73,17.6,0.4,,,20.31,5105447828.0,123459.0
134919,20140528,TWA00,加權指數,9072.04,9125.14,9069.89,9121.71,66.42,0.73,0.61,5194554.0,917288.0,102859395.0,5.7,17.03,0.0,6573032.0,261166.0,100.0,15.5,1.73,17.6,0.39,,,19.8,5194553851.0,123459.0
136616,20140527,TWA00,加權指數,9045.08,9059.19,9035.69,9055.29,19.17,0.21,0.26,4438751.0,775211.0,83471398.0,5.7,-3.52,1.79,6573010.0,259265.0,100.0,15.4,1.71,17.5,0.32,,,18.81,4438750946.0,123459.0
138313,20140526,TWA00,加權指數,9040.49,9053.75,9026.77,9036.12,27.9,0.31,0.3,4600515.0,818174.0,87209681.0,5.6,-4.93,-1.75,6573010.0,258709.0,100.0,15.3,1.71,17.4,0.34,,,18.96,4600514746.0,123459.0
140009,20140523,TWA00,加權指數,8960.79,9008.22,8960.79,9008.22,38.59,0.43,0.53,4838915.0,849015.0,97444632.0,5.7,6.87,1.79,6573293.0,257893.0,100.0,15.3,1.71,17.4,0.38,,,20.14,4838914556.0,123459.0
141705,20140522,TWA00,加權指數,8899.82,8969.63,8899.82,8969.63,107.21,1.21,0.79,4527962.0,803383.0,87463758.0,5.6,19.94,-1.75,6573284.0,256745.0,100.0,15.2,1.7,17.3,0.34,,,19.32,4527962179.0,123459.0
143401,20140521,TWA00,加權指數,8894.16,8905.04,8848.53,8862.42,-25.37,-0.29,0.64,3775280.0,667458.0,68577421.0,5.7,-7.91,-5.0,6573284.0,253670.0,100.0,15.0,1.68,17.1,0.27,,,18.16,3775280471.0,123459.0
145097,20140520,TWA00,加權指數,8922.08,8930.79,8887.79,8887.79,-12.11,-0.14,0.48,4099695.0,683633.0,79504061.0,6.0,1.36,-1.64,6573348.0,254388.0,100.0,15.1,1.68,17.1,0.31,,,19.39,4099695323.0,123459.0
146793,20140519,TWA00,加權指數,8901.54,8912.35,8877.46,8899.9,11.45,0.13,0.39,4044844.0,658159.0,74978031.0,6.1,1.51,8.93,6575284.0,254742.0,100.0,15.1,1.68,17.2,0.29,,,18.54,4044843857.0,123459.0
148489,20140516,TWA00,加權指數,8857.12,8896.72,8816.92,8888.45,7.8,0.09,0.9,3984610.0,711510.0,76841943.0,5.6,0.47,-1.75,6575275.0,254428.0,100.0,15.1,1.68,17.2,0.3,,,19.28,3984610339.0,123459.0
150185,20140515,TWA00,加權指數,8852.92,8880.65,8839.44,8880.65,5.49,0.06,0.46,3966012.0,698319.0,72472356.0,5.7,-11.6,3.64,6575275.0,254226.0,100.0,15.1,1.68,17.1,0.29,,,18.27,3966012173.0,123459.0
151881,20140514,TWA00,加權指數,8842.05,8875.16,8812.19,8875.16,57.22,0.65,0.71,4486473.0,816569.0,87378827.0,5.5,-1.36,1.85,6575275.0,254074.0,100.0,15.1,1.68,17.3,0.34,,,19.48,4486473462.0,123459.0
153576,20140513,TWA00,加權指數,8865.61,8886.66,8809.06,8817.94,9.33,0.11,0.88,4548207.0,842529.0,88966513.0,5.4,5.35,-5.26,6570244.0,252235.0,100.0,14.9,1.67,17.1,0.35,,,19.56,4548206919.0,123459.0
155271,20140512,TWA00,加權指數,8893.72,8898.31,8803.43,8808.61,-81.08,-0.91,1.07,4317055.0,763253.0,84877313.0,5.7,-10.46,5.56,6570244.0,251975.0,100.0,14.9,1.67,17.1,0.34,,,19.66,4317054663.0,123459.0
156965,20140509,TWA00,加權指數,8943.14,8945.63,8878.32,8889.69,-41.21,-0.46,0.75,4821345.0,892943.0,94876652.0,5.4,-4.31,-1.82,6570244.0,254274.0,100.0,15.1,1.68,17.3,0.37,,,19.68,4821345136.0,123459.0
158659,20140508,TWA00,加權指數,8925.21,8941.46,8891.74,8930.9,37.68,0.42,0.56,5038370.0,920449.0,101235342.0,5.5,0.26,-3.51,6570215.0,255481.0,100.0,15.1,1.69,17.4,0.4,,,20.09,5038369634.0,123459.0
160353,20140507,TWA00,加權指數,8903.72,8911.03,8856.98,8893.22,-19.17,-0.22,0.61,5025079.0,888972.0,100537784.0,5.7,-3.33,-3.39,6570215.0,254384.0,100.0,15.1,1.68,17.3,0.4,,,20.01,5025079398.0,123459.0
162047,20140506,TWA00,加權指數,8888.45,8927.39,8853.72,8912.39,41.96,0.47,0.83,5198269.0,879528.0,101398098.0,5.9,11.35,-1.67,6570215.0,254941.0,100.0,15.1,1.69,17.3,0.4,,,19.51,5198268910.0,123459.0
163742,20140505,TWA00,加權指數,8895.87,8911.08,8844.45,8870.43,3.11,0.04,0.75,4668597.0,782040.0,94144750.0,6.0,5.09,9.09,6570188.0,253726.0,100.0,15.0,1.68,17.2,0.37,,,20.17,4668596837.0,123459.0
165437,20140502,TWA00,加權指數,8846.86,8875.9,8839.92,8867.32,75.88,0.86,0.41,4442477.0,811529.0,98469814.0,5.5,-10.8,-3.51,6570113.0,253605.0,100.0,15.0,1.68,17.2,0.39,,,22.17,4442476718.0,123459.0
167133,20140630,TWA00,加權指數,9332.44,9393.07,9327.89,9393.07,86.24,0.93,0.7,5117718.0,842430.0,103042091.0,6.1,8.49,1.67,6576042.0,269247.0,100.0,16.0,1.81,18.0,0.38,,,20.13,5117717846.0,123459.0
168833,20140627,TWA00,加權指數,9316.89,9330.95,9303.57,9306.83,-14.11,-0.15,0.29,4717361.0,789903.0,95148293.0,6.0,-13.49,-1.64,6575366.0,266696.0,100.0,15.9,1.76,17.8,0.36,,,20.17,4717360894.0,123459.0
170533,20140626,TWA00,加權指數,9273.36,9320.94,9271.35,9320.94,78.78,0.85,0.54,5452724.0,900166.0,98471287.0,6.1,20.41,3.39,6575366.0,267123.0,100.0,15.9,1.77,17.9,0.37,,,18.06,5452723565.0,123459.0
172233,20140625,TWA00,加權指數,9250.13,9255.87,9229.8,9242.16,-4.04,-0.04,0.28,4528502.0,773201.0,87313051.0,5.9,1.48,3.51,6575366.0,264874.0,100.0,15.7,1.75,17.7,0.33,,,19.28,4528501538.0,123459.0
173933,20140624,TWA00,加權指數,9232.35,9276.24,9232.35,9246.2,17.85,0.19,0.48,4462634.0,776442.0,91152495.0,5.7,-16.72,5.56,6575401.0,264994.0,100.0,15.8,1.75,17.7,0.34,,,20.43,4462633728.0,123459.0
175633,20140623,TWA00,加權指數,9293.06,9302.65,9225.73,9228.35,-45.44,-0.49,0.83,5358399.0,992913.0,113055437.0,5.4,16.82,-8.47,6575338.0,264459.0,100.0,15.7,1.75,17.7,0.43,,,21.1,5358398855.0,123459.0
177333,20140620,TWA00,加權指數,9330.35,9339.83,9273.79,9273.79,-43.02,-0.46,0.71,4586760.0,782797.0,97693846.0,5.9,-5.25,0.0,6566374.0,265489.0,100.0,15.8,1.76,17.8,0.37,,,21.3,4586760315.0,123459.0
179033,20140619,TWA00,加權指數,9288.69,9324.4,9283.38,9316.81,36.88,0.4,0.44,4841052.0,821726.0,97848729.0,5.9,-19.42,15.69,6566374.0,266731.0,100.0,15.9,1.77,17.8,0.37,,,20.21,4841052113.0,123459.0
180733,20140618,TWA00,加權指數,9257.65,9316.64,9204.35,9279.93,39.33,0.43,1.22,6007972.0,1181697.0,130607569.0,5.1,18.68,-7.27,6566374.0,265670.0,100.0,15.8,1.76,17.8,0.49,,,21.74,6007971726.0,123459.0
182433,20140617,TWA00,加權指數,9223.02,9249.87,9200.86,9240.6,37.67,0.41,0.53,5062241.0,916751.0,102127206.0,5.5,5.64,-3.51,6566327.0,264566.0,100.0,15.7,1.75,17.7,0.39,,,20.17,5062240697.0,123459.0
184133,20140616,TWA00,加權指數,9196.23,9214.19,9179.56,9202.93,6.54,0.07,0.38,4792107.0,845461.0,97539020.0,5.7,3.21,5.56,6575061.0,263716.0,100.0,15.7,1.74,17.6,0.37,,,20.35,4792106525.0,123459.0
185833,20140613,TWA00,加權指數,9192.73,9207.74,9171.51,9196.39,-8.26,-0.09,0.39,4643188.0,861567.0,92140266.0,5.4,-12.76,-3.57,6574839.0,263477.0,100.0,15.7,1.74,17.6,0.35,,,19.84,4643188076.0,123459.0
187533,20140612,TWA00,加權指數,9209.99,9220.89,9186.79,9204.65,-25.15,-0.27,0.37,5322398.0,956939.0,100950249.0,5.6,4.11,1.82,6574839.0,263711.0,100.0,15.7,1.74,17.6,0.38,,,18.97,5322398114.0,123459.0
189232,20140611,TWA00,加權指數,9218.5,9229.8,9204.76,9229.8,7.43,0.08,0.27,5112245.0,925090.0,101778563.0,5.5,-1.87,-1.79,6574732.0,264446.0,100.0,15.7,1.75,17.7,0.38,,,19.91,5112244961.0,123459.0
190931,20140610,TWA00,加權指數,9181.9,9222.37,9171.75,9222.37,59.63,0.65,0.55,5209580.0,930562.0,104150196.0,5.6,1.12,-3.45,6575127.0,264223.0,100.0,15.7,1.75,17.7,0.39,,,19.99,5209580350.0,123459.0
192630,20140609,TWA00,加權指數,9153.93,9166.58,9138.93,9162.74,28.28,0.31,0.3,5151729.0,886585.0,101852759.0,5.8,-8.33,3.57,6575128.0,262530.0,100.0,15.6,1.74,17.6,0.39,,,19.77,5151728625.0,123459.0
194329,20140606,TWA00,加權指數,9167.83,9174.77,9122.56,9134.46,-6.26,-0.07,0.57,5619839.0,998171.0,113339024.0,5.6,-0.16,-1.75,6575188.0,261723.0,100.0,15.6,1.73,17.5,0.43,,,20.17,5619838960.0,123459.0
196028,20140605,TWA00,加權指數,9127.56,9140.72,9094.13,9140.72,20.76,0.23,0.51,5628569.0,988587.0,112567829.0,5.7,6.45,-1.72,6573188.0,261927.0,100.0,15.6,1.73,17.5,0.43,,,20.0,5628569067.0,123459.0
197727,20140604,TWA00,加權指數,9135.01,9140.55,9114.18,9119.96,-3.5,-0.04,0.29,5287758.0,905897.0,99550247.0,5.8,11.04,7.41,6573188.0,261282.0,100.0,15.5,1.73,17.5,0.38,,,18.83,5287757880.0,123459.0
199426,20140603,TWA00,加權指數,9106.61,9128.34,9070.45,9123.46,47.55,0.52,0.64,4762102.0,875480.0,102969628.0,5.4,-18.7,-12.9,6573188.0,261337.0,100.0,15.5,1.73,17.5,0.39,,,21.62,4762101548.0,123459.0
201138,20140731,TWA00,加權指數,9436.04,9438.97,9313.87,9315.85,-131.17,-1.39,1.32,6057370.0,880112.0,106616071.0,6.9,-2.22,2.99,6614864.0,267423.0,100.0,15.4,1.8,17.9,0.4,,,17.6,6057370054.0,123459.0
202840,20140730,TWA00,加權指數,9409.62,9456.03,9398.82,9447.02,55.14,0.59,0.61,6195045.0,931551.0,106661216.0,6.7,-17.23,9.84,6612238.0,271162.0,100.0,15.7,1.82,18.1,0.39,,,17.22,6195045121.0,123459.0
204542,20140729,TWA00,加權指數,9457.8,9483.75,9357.32,9391.88,-28.3,-0.3,1.34,7484382.0,1228195.0,134584829.0,6.1,27.07,-3.17,6612213.0,269579.0,100.0,15.6,1.81,18.0,0.5,,,17.98,7484381823.0,123459.0
206244,20140728,TWA00,加權指數,9387.89,9460.43,9385.56,9420.18,-19.11,-0.2,0.79,5889753.0,942014.0,110243584.0,6.3,0.41,1.61,6605060.0,270453.0,100.0,15.6,1.82,18.1,0.41,,,18.72,5889752834.0,123459.0
207946,20140725,TWA00,加權指數,9519.99,9528.7,9412.48,9439.29,-88.25,-0.93,1.22,5865851.0,940586.0,108131917.0,6.2,-3.84,-1.59,6603125.0,271021.0,100.0,15.7,1.82,18.1,0.4,,,18.43,5865850915.0,123459.0
209647,20140724,TWA00,加權指數,9508.26,9538.07,9483.52,9527.54,28.18,0.3,0.57,6100095.0,967237.0,120766981.0,6.3,16.38,1.61,6600463.0,273555.0,100.0,15.8,1.84,18.3,0.44,,,19.8,6100095427.0,123459.0
211347,20140722,TWA00,加權指數,9453.23,9499.36,9418.74,9499.36,58.39,0.62,0.85,5241713.0,849297.0,98396078.0,6.2,5.51,-1.59,6599975.0,272758.0,100.0,15.8,1.83,18.2,0.36,,,18.77,5241712651.0,123459.0
213046,20140721,TWA00,加權指數,9453.78,9480.14,9426.3,9440.97,40.0,0.43,0.57,4967975.0,793753.0,92121127.0,6.3,-8.57,-1.56,6593880.0,271013.0,100.0,15.7,1.82,18.1,0.34,,,18.54,4967974576.0,123459.0
214745,20140718,TWA00,加權指數,9335.38,9421.34,9335.38,9400.97,-7.27,-0.08,0.91,5433411.0,854695.0,102700113.0,6.4,-16.97,0.0,6593548.0,269877.0,100.0,15.6,1.81,18.0,0.38,,,18.9,5433411119.0,123459.0
216444,20140717,TWA00,加權指數,9420.11,9461.86,9373.87,9408.24,-76.49,-0.81,0.93,6543813.0,1028541.0,127983001.0,6.4,3.84,3.23,6593484.0,270094.0,100.0,15.6,1.82,18.1,0.47,,,19.56,6543813139.0,123459.0
218143,20140716,TWA00,加權指數,9570.33,9574.13,9471.65,9484.73,-84.44,-0.88,1.07,6302071.0,1017236.0,117111866.0,6.2,4.04,-3.13,6592965.0,272261.0,100.0,15.7,1.83,18.2,0.43,,,18.58,6302070654.0,123459.0
219842,20140715,TWA00,加權指數,9558.42,9593.68,9547.94,9569.17,48.87,0.51,0.48,6057223.0,952879.0,115183479.0,6.4,3.94,0.0,6584481.0,274568.0,100.0,15.9,1.85,18.4,0.42,,,19.02,6057222861.0,123459.0
221541,20140714,TWA00,加權指數,9497.81,9545.99,9488.12,9520.3,24.46,0.26,0.61,5827394.0,916714.0,112185088.0,6.4,-13.68,10.34,6583993.0,273157.0,100.0,15.8,1.84,18.3,0.41,,,19.25,5827394248.0,123459.0
223240,20140711,TWA00,加權指數,9561.71,9591.27,9478.07,9495.84,-69.28,-0.72,1.18,6751259.0,1171166.0,134613211.0,5.8,-0.63,-9.38,6584340.0,272455.0,100.0,15.7,1.83,18.2,0.49,,,19.94,6751259072.0,123459.0
224939,20140710,TWA00,加權指數,9512.89,9568.75,9512.89,9565.12,75.14,0.79,0.59,6793776.0,1057442.0,141179377.0,6.4,21.18,1.59,6578511.0,274378.0,100.0,15.8,1.85,18.3,0.51,,,20.78,6793776039.0,123459.0
226638,20140709,TWA00,加權指數,9510.0,9522.99,9478.76,9489.98,-41.0,-0.43,0.46,5606398.0,890207.0,102520937.0,6.3,-4.6,-3.08,6579598.0,272214.0,100.0,15.7,1.83,18.2,0.38,,,18.29,5606397682.0,123459.0
228336,20140708,TWA00,加權指數,9515.18,9540.57,9499.17,9530.98,10.78,0.11,0.43,5876461.0,903947.0,102506553.0,6.5,-2.94,-1.52,6577564.0,273263.0,100.0,15.8,1.84,18.3,0.38,,,17.44,5876461422.0,123459.0
230034,20140707,TWA00,加權指數,9497.27,9520.2,9454.67,9520.2,10.15,0.11,0.69,6054387.0,912959.0,111394304.0,6.6,-0.66,8.2,6577561.0,272963.0,100.0,15.8,1.84,18.3,0.41,,,18.4,6054387228.0,123459.0
